Brand,Condition,Fuel,KMs Driven,Model,Price,Registered City,Transaction Type,Year
Toyota,Used,Petrol,112360,86,370000,Karachi,Cash,1982
Toyota,New,Petrol,11000,Corolla XLI,1830000,Karachi,Cash,2017
Toyota,Used,Petrol,86000,Corolla XLI,1150000,Karachi,Cash,2010
Suzuki,New,CNG,70000,Cultus VXR,680000,Karachi,Cash,2010
Nissan,Used,Petrol,90026,March,680000,Karachi,Cash,2006
Daihatsu,Used,Petrol,43500,Mira,1100000,Karachi,Cash,2014
Suzuki,New,CNG,5000,Bolan,520000,Karachi,Cash,2007
Toyota,Used,CNG,80000,Corolla GLI,1490000,Karachi,Cash,2012
Honda,Used,CNG,146000,Civic VTi,850000,Karachi,Cash,2005
Honda,Used,Petrol,170000,Civic Prosmetic,685000,Karachi,Cash,2002
Toyota,Used,Petrol,53001,Corolla XLI,1575000,Karachi,Cash,2014
Other Brands,New,Petrol,1,Other,635000,Karachi,Cash,2008
Suzuki,Used,Petrol,42500,Wagon R,1025000,Karachi,Cash,2016
Toyota,Used,Petrol,1020000,Corolla GLI,1080000,Karachi,Cash,2008
Nissan,Used,Petrol,9999,Sunny,500000,Karachi,Cash,1998
Mazda,Used,Petrol,78000,Demio,812000,Karachi,Cash,2007
Suzuki,Used,Hybrid,111111,Mehran VX,199000,Karachi,Cash,2003
KIA,Used,CNG,100000,Sportage,845000,Karachi,Cash,2005
Honda,Used,CNG,386700,City IDSI,380000,Karachi,Cash,1998
Toyota,New,Petrol,81000,Corolla XLI,1185000,Karachi,Cash,2009
Suzuki,New,CNG,75000,Bolan,490000,Karachi,Cash,2008
Suzuki,Used,CNG,88000,Alto,500000,Karachi,Cash,2009
Suzuki,Used,CNG,100000,Mehran VXR,290000,Karachi,Cash,2007
Suzuki,Used,Petrol,60,Bolan,420000,Karachi,Cash,2003
Toyota,Used,Petrol,125000,Corona,240000,Karachi,Cash,1973
Toyota,Used,Petrol,21000,Passo,1560000,Karachi,Cash,2015
Daihatsu,Used,CNG,100000,Charade,255000,Karachi,Cash,1987
Toyota,New,Petrol,65000,Vitz,1400000,Karachi,Cash,2012
Suzuki,Used,CNG,60000,Cultus VXR,665000,Karachi,Cash,2011
Toyota,Used,Petrol,78500,Vitz,1100000,Karachi,Cash,2009
Mitsubishi,Used,CNG,170000,Lancer,400000,Karachi,Cash,1997
Suzuki,Used,Petrol,31258,Mehran VXR,580000,Karachi,Cash,2014
Honda,Used,Petrol,1,Civic VTi Oriel Prosmatec,750000,Karachi,Cash,2004
Suzuki,Used,CNG,185252,Alto,380000,Karachi,Cash,2006
Toyota,Used,Hybrid,86000,Aqua,1800000,Karachi,Cash,2014
Toyota,Used,CNG,152400,Corolla GLI,600000,Karachi,Cash,1998
Honda,Used,Petrol,70000,City IVTEC,1396000,Karachi,Cash,2013
Honda,Used,Petrol,83000,Civic VTi Oriel Prosmatec,1090000,Karachi,Cash,2011
Suzuki,Used,Petrol,100000,Cultus VXR,650000,Karachi,Cash,2009
Honda,Used,Petrol,123456,Civic Prosmetic,840000,Karachi,Cash,2005
Suzuki,Used,Petrol,28000,Alto,1215000,Karachi,Cash,2014
Honda,Used,Petrol,73000,Accord,985000,Karachi,Cash,2003
Toyota,Used,Petrol,2222,Passo,760000,Karachi,Cash,2006
Suzuki,New,Petrol,98525,Every Wagon,1320000,Karachi,Cash,2012
Suzuki,Used,Petrol,80000,Cultus VXR,480000,Karachi,Cash,2004
Daihatsu,Used,Petrol,113000,Cuore,555000,Karachi,Cash,2005
Suzuki,Used,CNG,569803,FX,100000,Quetta,Cash,1987
Suzuki,Used,Petrol,66000,Swift,1050000,Karachi,Cash,2012
Honda,Used,Petrol,124000,Civic Hybrid,696000,Karachi,Cash,2005
Suzuki,Used,CNG,71000,Cultus VXR,780000,Karachi,Cash,2011
Suzuki,Used,CNG,88,Mehran VX,160000,Karachi,Cash,1991
Suzuki,Used,Petrol,60000,Alto,635000,Karachi,Cash,2012
Honda,Used,Petrol,175000,Civic EXi,750000,Karachi,Cash,2005
Honda,Used,Petrol,110000,City IDSI,935000,Karachi,Cash,2008
Honda,Used,Petrol,124000,Accord,1150000,Karachi,Cash,2007
Suzuki,Used,CNG,77000,Swift,930000,Karachi,Cash,2010
Daihatsu,Used,Petrol,40000,Mira,1195000,Karachi,Cash,2015
Nissan,Used,CNG,120000,AD Van,885000,Karachi,Cash,2007
Suzuki,New,Petrol,98552,Every Wagon,1320000,Karachi,Cash,2012
Suzuki,Used,CNG,100000,Mehran VXR,210000,Karachi,Cash,2005
Suzuki,Used,CNG,150000,Mehran VX,305000,Karachi,Cash,2004
Suzuki,Used,CNG,1,Alto,350000,Karachi,Cash,2005
Suzuki,Used,CNG,95000,Alto,450000,Karachi,Cash,2007
Toyota,Used,Petrol,95000,Duet,530000,Karachi,Cash,2002
Suzuki,Used,Petrol,1234,Liana,460000,Karachi,Cash,2008
Daihatsu,Used,Petrol,72400,Mira,745000,Karachi,Cash,2006
Honda,Used,Petrol,96000,Civic VTi,945000,Karachi,Cash,2006
Daihatsu,Used,CNG,8886,Charade,185000,Karachi,Cash,1984
Nissan,Used,CNG,999999,Sunny,120000,Karachi,Cash,1985
Toyota,Used,Petrol,100000,Passo,850000,Karachi,Cash,2013
Toyota,Used,Petrol,90000,Corolla XLI,860000,Karachi,Cash,2006
Suzuki,Used,CNG,196000,Alto,375000,Karachi,Cash,2004
Suzuki,New,CNG,580,Liana,540000,Karachi,Cash,2006
Mitsubishi,Used,CNG,122000,Lancer,690000,Karachi,Cash,2005
Toyota,Used,Petrol,24000,Corrolla Altis,2750000,Karachi,Cash,2017
Suzuki,Used,Petrol,46600,Mehran VXR,600000,Karachi,Cash,2015
Honda,Used,Hybrid,32000,Vezel,3200000,Karachi,Cash,2014
Toyota,Used,CNG,82000,Corolla XLI,835000,Karachi,Cash,2006
Suzuki,New,CNG,103000,Alto,413000,Karachi,Cash,2005
Toyota,Used,CNG,150000,Corolla XLI,1140000,Karachi,Cash,2011
Suzuki,Used,CNG,90000,Bolan,300000,Karachi,Cash,1990
Suzuki,Used,CNG,1,Alto,550000,Karachi,Cash,2008
Suzuki,New,Petrol,53000,Cultus VXR,950000,Karachi,Cash,2014
Suzuki,Used,CNG,78454,Alto,675000,Karachi,Cash,2012
Honda,Used,Petrol,91000,Civic Prosmetic,850000,Karachi,Cash,2005
Suzuki,Used,CNG,60000,Bolan,300000,Karachi,Cash,1994
Toyota,Used,Petrol,125000,Vitz,935000,Karachi,Cash,2007
Hyundai,Used,CNG,5000,Santro,480000,Karachi,Cash,2004
Suzuki,New,CNG,90000,Alto,320000,Karachi,Cash,2001
Toyota,New,Petrol,51000,Vitz,1095000,Karachi,Cash,2010
Suzuki,Used,CNG,123654,Khyber,250000,Karachi,Cash,1996
Honda,Used,CNG,19000,City IDSI,750000,Karachi,Cash,2005
Daihatsu,Used,Petrol,149980,Cuore,485000,Karachi,Cash,2005
Honda,Used,Petrol,60950,City Aspire,1469000,Karachi,Cash,2013
Daihatsu,Used,CNG,100000,Charade,140000,Karachi,Cash,1983
Honda,Used,Petrol,58000,Civic VTi Oriel Prosmatec,1775000,Karachi,Cash,2013
Suzuki,New,Petrol,85000,Cultus VXR,525000,Karachi,Cash,2007
Honda,New,Petrol,78000,City Aspire,1300000,Karachi,Cash,2012
Suzuki,Used,Petrol,200000,Liana,520000,Karachi,Cash,2006
Suzuki,New,Petrol,52,Mehran VXR,505000,Karachi,Cash,2014
Suzuki,Used,CNG,191000,Baleno,550000,Karachi,Cash,2003
Honda,New,Petrol,54000,Civic Prosmetic,1060000,Karachi,Cash,2007
Suzuki,Used,Petrol,90000,Alto,470000,Karachi,Cash,2007
Toyota,New,Petrol,78000,Vitz,995000,Karachi,Cash,2008
Suzuki,Used,CNG,78000,Alto,370000,Karachi,Cash,2007
Toyota,Used,Petrol,19000,Corrolla Altis,2250000,Karachi,Cash,2017
Suzuki,Used,Petrol,85000,Cultus VXR,435000,Karachi,Cash,2006
Suzuki,Used,CNG,900000,Bolan,280000,Karachi,Cash,1989
Toyota,Used,Petrol,90000,Vitz,825000,Karachi,Cash,2003
Toyota,Used,Petrol,84000,Corolla GLI,1575000,Karachi,Cash,2013
Suzuki,Used,CNG,10000,Khyber,235000,Karachi,Cash,1996
Suzuki,Used,CNG,40000,Bolan,480000,Karachi,Cash,2007
Suzuki,Used,CNG,1234,Alto,665000,Karachi,Cash,2012
Honda,Used,CNG,179000,City IDSI,760000,Karachi,Cash,2004
Toyota,Used,Petrol,67000,Corolla GLI,1750000,Karachi,Cash,2014
Suzuki,New,CNG,55000,Mehran VXR,310000,Karachi,Cash,2003
Honda,Used,Petrol,48288,Civic VTi Oriel Prosmatec,1370000,Karachi,Cash,2010
Suzuki,New,Petrol,51000,Cultus VXR,795000,Karachi,Cash,2011
Suzuki,New,Petrol,74000,Margalla,355000,Karachi,Cash,1995
Suzuki,Used,Hybrid,10000,Swift,190000,Karachi,Installment/Leasing,1990
Toyota,Used,CNG,72321,Corolla XLI,1285000,Karachi,Cash,2013
Toyota,Used,Petrol,150000,Corolla Axio,1600000,Karachi,Cash,2014
Suzuki,Used,Petrol,52000,Cultus VXR,900000,Karachi,Cash,2013
Honda,Used,Petrol,76000,City Vario,850000,Karachi,Cash,2008
Toyota,Used,Petrol,80000,Corolla Fielder,1425000,Karachi,Cash,2006
Honda,Used,Petrol,140000,City IVTEC,1120000,Karachi,Cash,2010
Toyota,New,Petrol,25000,Corolla GLI,1500000,Karachi,Cash,2010
Suzuki,New,Petrol,56000,Alto,590000,Karachi,Cash,2012
Suzuki,Used,CNG,80000,Alto,475000,Karachi,Cash,2007
Suzuki,Used,CNG,135,Margalla,265000,Karachi,Cash,1994
Honda,Used,CNG,1,Civic VTi,485000,Karachi,Cash,1996
Toyota,New,Petrol,87000,Corolla GLI,1200000,Karachi,Cash,2010
Nissan,Used,CNG,121222,AD Van,670000,Karachi,Cash,2012
Suzuki,Used,CNG,26000,Mehran VX,145000,Karachi,Cash,1990
Toyota,New,Petrol,19000,Corolla XLI,1995000,Karachi,Cash,2017
Toyota,Used,Petrol,78500,Corolla GLI,1400000,Karachi,Cash,2013
Toyota,Used,Petrol,106000,Corolla XLI,1285000,Karachi,Cash,2011
Nissan,Used,Petrol,1,March,440000,Karachi,Cash,2006
Suzuki,Used,CNG,258,Mehran VX,235000,Karachi,Cash,2002
Toyota,Used,Petrol,63000,Vitz,820000,Karachi,Cash,2007
Suzuki,Used,CNG,46393,Mehran VXR,185000,Karachi,Cash,1994
Suzuki,Used,CNG,65000,Cultus VXR,670000,Karachi,Cash,2010
Suzuki,Used,CNG,3500,Palette Sw,290000,Karachi,Cash,2007
Suzuki,Used,LPG,10000,Bolan,145000,Karachi,Cash,1984
Toyota,Used,Petrol,78000,Platz,770000,Karachi,Cash,2003
Daihatsu,Used,CNG,86000,Cuore,420000,Karachi,Cash,2004
Toyota,Used,Petrol,94000,Vitz,995000,Karachi,Cash,2008
Suzuki,Used,CNG,120000,Cultus VXR,550000,Karachi,Cash,2007
Toyota,Used,Petrol,115000,Vitz,835000,Karachi,Cash,2005
Toyota,Used,Petrol,42500,Vitz,1390000,Karachi,Cash,2013
Toyota,Used,Petrol,100000,Corolla GLI,1070000,Karachi,Cash,2009
Suzuki,Used,Petrol,48789,Cultus VXR,818000,Karachi,Cash,2014
Toyota,Used,Petrol,95500,Vitz,1350000,Karachi,Cash,2013
Suzuki,Used,Petrol,8000,Cultus VXR,400000,Karachi,Cash,2001
Toyota,New,Petrol,15500,Corolla GLI,1820000,Karachi,Cash,2015
Toyota,Used,Diesel,100000,Hilux,2650000,Karachi,Cash,2007
Daewoo,New,CNG,2550,Racer,160000,Karachi,Cash,1996
Suzuki,Used,Petrol,100000,Alto,380000,Karachi,Cash,2001
Honda,Used,Petrol,80182,City Vario,685000,Karachi,Cash,2005
Classic & Antiques,Used,Petrol,123456,Other,650000,Karachi,Cash,1964
Suzuki,Used,CNG,50000,FX,90000,Karachi,Cash,1987
Suzuki,Used,Petrol,69000,Cultus VXR,710000,Karachi,Cash,2012
Toyota,New,Petrol,43946,Corolla GLI,1810000,Karachi,Cash,2016
Mitsubishi,Used,CNG,5000,Lancer Evolution,85000,Karachi,Cash,1986
Suzuki,Used,Petrol,13800,Cultus VXR,1025000,Karachi,Cash,2016
Honda,Used,CNG,79250,Civic EXi,775000,Karachi,Cash,2005
Toyota,Used,Petrol,85000,Corolla GLI,1150000,Karachi,Cash,2010
Honda,Used,Petrol,75000,City IDSI,670000,Karachi,Cash,2005
Suzuki,Used,Petrol,75000,Alto,690000,Karachi,Cash,2008
Honda,New,Petrol,21900,Civic VTi Oriel Prosmatec,2725000,Karachi,Cash,2017
Suzuki,Used,CNG,100000,Other,220000,Karachi,Cash,1984
Honda,Used,Petrol,123456,Civic VTi Oriel Prosmatec,1020000,Karak,Cash,2007
Honda,Used,Petrol,60986,City IDSI,950000,Karachi,Cash,2006
Suzuki,Used,Petrol,38000,Mehran VXR,510000,Karachi,Cash,2014
Honda,Used,Petrol,1,Civic EXi,690000,Karachi,Cash,2002
Toyota,Used,CNG,147000,Corolla XE,560000,Karachi,Cash,1999
Daihatsu,Used,Petrol,67000,Mira,900000,Karachi,Cash,2012
Honda,Used,Petrol,76550,Civic Prosmetic,785000,Karachi,Cash,2005
Toyota,Used,Petrol,117000,Corolla GLI,1465000,Karachi,Cash,2012
Suzuki,New,Petrol,71500,Cultus VXR,670000,Karachi,Cash,2010
Daihatsu,Used,CNG,1,Cuore,370000,Karachi,Cash,2005
Suzuki,Used,CNG,43000,Margalla,265000,Karachi,Cash,1993
Toyota,Used,CNG,125000,Corolla XLI,850000,Karachi,Cash,2006
Suzuki,Used,Petrol,43000,Alto,660000,Karachi,Cash,2011
Nissan,Used,Petrol,147500,Sunny,555000,Karachi,Cash,1998
Suzuki,Used,CNG,59000,Cultus VXR,460000,Karachi,Cash,2005
Suzuki,Used,Petrol,92793,Cultus VXR,750000,Karachi,Cash,2011
Daihatsu,Used,Petrol,75000,Cuore,585000,Karachi,Cash,2011
Suzuki,Used,Petrol,99000,Cultus VXR,550000,Karachi,Cash,2006
Honda,Used,Petrol,87800,Civic VTi Oriel Prosmatec,1210000,Karachi,Cash,2010
Suzuki,New,Petrol,53000,Bolan,665000,Karachi,Cash,2015
Toyota,Used,Petrol,138000,Vitz,835000,Karachi,Cash,2008
Toyota,Used,CNG,150000,Corolla Assista,1425000,Islamabad,Cash,2006
Honda,Used,Petrol,78000,Civic Prosmetic,860000,Karachi,Cash,2005
Suzuki,Used,Hybrid,145000,Bolan,280000,Karachi,Cash,1991
Suzuki,Used,CNG,84000,Khyber,220000,Karachi,Cash,1992
Honda,Used,CNG,1000,Civic EXi,175000,Karachi,Cash,1986
Toyota,Used,CNG,777,Other,520000,Karachi,Cash,1999
Suzuki,New,Petrol,86,Cultus VXR,780000,Karachi,Cash,2014
Daihatsu,Used,Petrol,49000,Move,1095000,Karachi,Cash,2014
Suzuki,Used,CNG,1,Cultus VXR,440000,Lahore,Cash,2004
Honda,Used,Petrol,100000,City Vario,750000,Karachi,Cash,2005
Toyota,New,Petrol,23500,Hilux,4600000,Karachi,Cash,2017
Daihatsu,Used,Petrol,100000,Move,775000,Karachi,Cash,2008
Honda,Used,Petrol,137000,Civic EXi,415000,Karachi,Cash,1995
Toyota,Used,Petrol,47000,Corolla GLI,1430000,Karachi,Cash,2013
Daihatsu,Used,Petrol,113000,Cuore,555000,Karachi,Cash,2005
Honda,Used,CNG,129999,Civic EXi,580000,Karachi,Cash,2003
Toyota,Used,Petrol,105000,Corolla XLI,1020000,Karachi,Cash,2009
Toyota,Used,CNG,22,86,195000,Karachi,Cash,2018
Toyota,New,Petrol,21000,Prius,2900000,Karachi,Cash,2016
Toyota,Used,Petrol,100000,Vitz,920000,Karachi,Cash,2006
Daihatsu,Used,Petrol,23560,Charade,150000,Karachi,Cash,1985
Mitsubishi,Used,Petrol,140000,Pajero Mini,395000,Karachi,Cash,1997
Lexus,New,CNG,200,Gx Series,900000,Karachi,Cash,2017
Suzuki,Used,CNG,100000,Bolan,310000,Karachi,Cash,1997
Suzuki,Used,Petrol,60000,Alto,1050000,Karachi,Cash,2014
Toyota,Used,Petrol,18500,Corolla GLI,2050000,Karachi,Cash,2017
Suzuki,Used,Petrol,94000,Cultus VXR,876000,Karachi,Cash,2013
Toyota,Used,Petrol,83858,Corolla Axio,1525000,Karachi,Cash,2007
Suzuki,Used,CNG,72000,Cultus VXR,538000,Karachi,Cash,2007
Toyota,Used,Petrol,140000,Corrolla Altis,840000,Karachi,Cash,2005
Honda,Used,Petrol,85000,Civic Prosmetic,875000,Karachi,Cash,2005
Suzuki,Used,CNG,86000,Alto,410000,Karachi,Cash,2007
Suzuki,Used,CNG,30000,Bolan,5000000,Karachi,Cash,2008
Honda,New,Petrol,1,Civic VTi Oriel Prosmatec,3090000,Karachi,Cash,2018
Mitsubishi,Used,Petrol,123000,Lancer,725000,Karachi,Cash,2005
Suzuki,Used,CNG,85930,Alto,590000,Karachi,Cash,2010
Toyota,New,Petrol,26000,Corolla GLI,1850000,Karachi,Cash,2016
BMW,Used,Diesel,157000,5 Series,2000000,Karachi,Cash,2007
Toyota,New,Petrol,14426,Corrolla Altis,2310000,Karachi,Cash,2017
Suzuki,Used,CNG,65000,Cultus VXR,610000,Karachi,Cash,2008
Toyota,Used,Petrol,85000,Prado,4000000,Karachi,Cash,2005
Suzuki,Used,Petrol,80000,Alto,1000000,Karachi,Cash,2014
Toyota,New,Hybrid,105000,Aqua,1760000,Karachi,Cash,2014
Toyota,Used,Petrol,76500,Corolla GLI,1340000,Karachi,Cash,2011
Toyota,Used,CNG,7500,Sera,600000,Karachi,Cash,1992
Daihatsu,New,Petrol,35500,Move,1280000,Karachi,Cash,2015
Suzuki,Used,Petrol,44000,Wagon R,835000,Karachi,Cash,2015
Suzuki,Used,CNG,70000,Khyber,210000,Karachi,Cash,1997
Daihatsu,New,Petrol,76000,Mira,1000000,Karachi,Cash,2013
Suzuki,Used,Petrol,46000,Cultus VXR,930000,Karachi,Cash,2014
Suzuki,Used,CNG,1,Mehran VX,300000,Karachi,Cash,2006
Nissan,Used,Diesel,54321,Sunny,170000,Karachi,Cash,1993
Daihatsu,Used,Petrol,160000,Mira,750000,Karachi,Cash,2008
Suzuki,Used,CNG,85000,Alto,380000,Karachi,Cash,2006
Daihatsu,Used,Petrol,49000,Mira,830000,Karachi,Cash,2013
Daihatsu,Used,CNG,9999,Charade,210000,Karachi,Cash,1986
Chevrolet,Used,Petrol,1,Joy,410000,Karachi,Cash,2009
Honda,Used,Petrol,48000,City IVTEC,1425000,Karachi,Cash,2012
Toyota,Used,Petrol,400000,Corolla XLI,880000,Karachi,Cash,2005
Toyota,New,Petrol,19000,Corolla GLI,1975000,Karachi,Cash,2016
Toyota,New,Petrol,51000,Vitz,995000,Karachi,Cash,2010
Toyota,Used,Petrol,56000,Corolla GLI,1750000,Karachi,Cash,2015
Toyota,Used,CNG,120000,Corrolla Altis,865000,Karachi,Cash,2003
Toyota,Used,Petrol,88000,Corolla XLI,848000,Karachi,Cash,2006
Suzuki,Used,CNG,78000,Cultus VXR,565000,Karachi,Cash,2007
Suzuki,New,CNG,620000,Mehran VX,375000,Karachi,Cash,2010
Honda,Used,Petrol,150000,Civic VTi,950000,Karachi,Cash,2008
Mercedes,Used,Petrol,100000,240 Gd,480000,Karachi,Cash,1991
Suzuki,Used,Petrol,78000,Cultus VXR,550000,Karachi,Cash,2008
Suzuki,Used,CNG,52000,Alto,525000,Karachi,Cash,2012
Daihatsu,Used,Petrol,68000,Mira Cocoa,750000,Karachi,Cash,2008
Suzuki,Used,Petrol,82000,Cultus VXL,570000,Karachi,Cash,2006
Suzuki,Used,Petrol,99685,Mehran VXR,425000,Karachi,Cash,2012
Daihatsu,Used,Petrol,72000,Terios Kid,1149000,Karachi,Cash,2010
Daihatsu,Used,Petrol,10000,Mira,990000,Karachi,Cash,2015
Suzuki,Used,CNG,7655,Cultus VXL,535000,Karachi,Cash,2006
Suzuki,Used,Petrol,110698,Cultus VXR,785000,Karachi,Cash,2012
Honda,Used,Petrol,786,Civic VTi,600000,Karachi,Cash,1998
Suzuki,Used,Petrol,21600,Mehran VXR,745000,Karachi,Cash,2017
Toyota,Used,Petrol,61,Corolla XLI,1340000,Karachi,Cash,2013
Suzuki,Used,CNG,250000,Khyber,220000,Karachi,Cash,1991
Honda,Used,Petrol,100000,City Vario,850000,Karachi,Cash,2006
Suzuki,Used,CNG,1,Cultus VXR,480000,Karachi,Cash,2007
Honda,Used,CNG,123654,City IVTEC,635000,Karachi,Cash,2005
Toyota,Used,Petrol,65000,Corrolla Altis,1625000,Karachi,Cash,2013
Honda,Used,CNG,1,Civic EXi,550000,Karachi,Cash,2001
Nissan,Used,Petrol,119000,Wingroad,1150000,Karachi,Cash,2007
Suzuki,Used,Petrol,57000,Every,725000,Karachi,Cash,2014
Suzuki,Used,Petrol,43000,Wagon R,1175000,Karachi,Cash,2016
Daihatsu,Used,Petrol,15000,Charade,125000,Karachi,Cash,1985
Toyota,New,Petrol,87000,Corolla GLI,1300000,Karachi,Cash,2011
Suzuki,New,CNG,65000,Cultus VXR,745000,Karachi,Cash,2013
Honda,Used,Petrol,26000,City IVTEC,1650000,Karachi,Cash,2016
Suzuki,Used,Petrol,40000,Mehran VX,460000,Karachi,Cash,2012
Toyota,Used,Petrol,88000,Premio,1275000,Karachi,Cash,2007
Toyota,Used,Petrol,106630,Corolla XLI,1165000,Karachi,Cash,2011
Suzuki,New,CNG,1200,Margalla,295000,Karachi,Cash,1993
Toyota,New,Petrol,56000,Passo,1090000,Karachi,Cash,2010
Toyota,Used,Petrol,27000,Vitz,975000,Karachi,Cash,2013
Suzuki,Used,Petrol,115000,Swift,850000,Karachi,Cash,2010
Honda,Used,Petrol,73000,Civic VTi Oriel Prosmatec,1325000,Karachi,Cash,2011
Suzuki,Used,CNG,412002,Khyber,284999,Karachi,Cash,1998
Suzuki,Used,Petrol,50000,Alto,590000,Islamabad,Cash,2012
Suzuki,Used,Petrol,50000,Mehran VXR,370000,Karachi,Cash,2009
Daewoo,Used,CNG,90000,Racer,180000,Karachi,Cash,1996
Toyota,Used,Petrol,71000,Corolla GLI,1350000,Karachi,Cash,2012
Toyota,Used,CNG,120000,Corolla XE,665000,Karachi,Cash,1999
Daihatsu,Used,CNG,67000,Mira,1020000,Karachi,Cash,2014
Honda,Used,Petrol,1,Civic Prosmetic,1250000,Karachi,Cash,2010
Suzuki,Used,Petrol,79000,Liana,541000,Karachi,Cash,2006
Suzuki,Used,CNG,57000,Alto,615000,Karachi,Cash,2011
Suzuki,Used,CNG,1122,Alto,450000,Karachi,Cash,2008
Suzuki,Used,Petrol,47000,Alto,650000,Karachi,Cash,2012
Toyota,Used,Hybrid,118000,Prius,2350000,Karachi,Cash,2014
Suzuki,Used,CNG,1,Alto,365000,Karachi,Cash,2004
Suzuki,Used,Petrol,80000,Cultus VXR,770000,Karachi,Cash,2011
Honda,Used,CNG,150000,Other,545000,Karachi,Cash,2000
Toyota,Used,Petrol,74000,Belta,1225000,Karachi,Cash,2011
Daihatsu,Used,Petrol,48000,Atrai Wagon,1025000,Karachi,Cash,2011
Suzuki,Used,CNG,1,Cultus VXR,620000,Karachi,Cash,2008
Toyota,Used,Petrol,145500,Vitz,725000,Karachi,Cash,1999
Suzuki,Used,Petrol,3210,Alto,521000,Karachi,Cash,2011
Mitsubishi,Used,Petrol,90000,Minicab Bravo,625000,Karachi,Cash,2011
Suzuki,New,CNG,70000,Liana,525000,Karachi,Cash,2006
Suzuki,New,Petrol,50000,Alto,485000,Karachi,Cash,2008
Suzuki,Used,Petrol,102500,Liana,669000,Karachi,Cash,2011
Toyota,Used,Petrol,125000,Corolla XE,845000,Karachi,Cash,2004
Suzuki,Used,CNG,85000,Cultus VXR,520000,Karachi,Cash,2006
Suzuki,Used,Petrol,56000,Cultus VXR,875000,Karachi,Cash,2014
Suzuki,Used,CNG,99999,FX,80000,Karachi,Cash,1988
Suzuki,Used,Petrol,1234,Mehran VX,205000,Karachi,Cash,1997
Suzuki,Used,CNG,1,Alto,365000,Karachi,Cash,2004
Toyota,New,Petrol,73200,Allion,1195000,Karachi,Cash,2003
Daihatsu,Used,CNG,1,Cuore,380000,Karachi,Cash,2003
Toyota,Used,Petrol,100000,Vitz,1035000,Karachi,Cash,2009
Toyota,Used,Petrol,99999,Corolla XLI,1265000,Karachi,Cash,2012
Nissan,New,Petrol,25000,Moco,1075000,Karachi,Cash,2014
Toyota,Used,Petrol,100000,Vitz,1035000,Karachi,Cash,2009
Toyota,Used,Petrol,99999,Corolla XLI,1265000,Karachi,Cash,2012
Nissan,New,Petrol,25000,Moco,1075000,Karachi,Cash,2014
Daihatsu,New,Petrol,94000,Cuore,675000,Karachi,Cash,2009
Honda,Used,Petrol,155000,Civic VTi Oriel,800000,Karachi,Cash,2005
Nissan,Used,Petrol,152636,Blue Bird,125000,Karachi,Cash,1969
Toyota,Used,Petrol,94000,Vitz,1275000,Karachi,Cash,2011
Toyota,New,Petrol,52999,Corolla GLI,1720000,Karachi,Cash,2014
Suzuki,Used,CNG,1,Mehran VX,160000,Karachi,Cash,1990
Suzuki,Used,Petrol,38000,Alto,515000,Karachi,Cash,2008
Suzuki,Used,CNG,68954,Bolan,572500,Karachi,Cash,2012
Suzuki,Used,CNG,25000,Khyber,230000,Karachi,Cash,1996
Suzuki,Used,CNG,100000,Bolan,160000,Karachi,Cash,1985
Toyota,Used,Petrol,1,Corrolla Altis,1400000,Karachi,Cash,2010
Suzuki,Used,Petrol,1,Margalla,250000,Karachi,Cash,1995
Toyota,New,Petrol,42000,Vitz,1400000,Karachi,Cash,2014
Toyota,Used,Petrol,95000,Corolla XLI,1080000,Karachi,Cash,2009
Suzuki,Used,CNG,100000,Cultus VXR,485000,Karachi,Cash,2006
Suzuki,Used,Hybrid,2500,Alto,1025000,Sialkot,Cash,2018
Honda,New,Petrol,9000,City IVTEC,1800000,Karachi,Cash,2017
Honda,Used,Petrol,100000,Civic VTi Oriel Prosmatec,700000,Karachi,Cash,2002
Toyota,Used,Petrol,135000,Platz,600000,Karachi,Cash,2006
Hyundai,Used,Petrol,1,Santro,460000,Karachi,Cash,2005
Suzuki,Used,CNG,70000,Mehran VX,385000,Karachi,Cash,2011
Suzuki,New,Petrol,1,Mehran VXR,840000,Karachi,Cash,2018
Toyota,New,Hybrid,31000,Aqua,2100000,Karachi,Cash,2015
Toyota,New,Petrol,89000,Vitz,1035000,Karachi,Cash,2009
Suzuki,New,CNG,64500,Mehran VXR,475000,Karachi,Cash,2011
Suzuki,Used,Petrol,60000,Cultus VXR,550000,Karachi,Cash,2007
Suzuki,Used,CNG,75000,FX,75000,Karachi,Cash,1986
Toyota,Used,Petrol,91000,Corolla XE,825000,Karachi,Cash,2002
Chevrolet,New,Petrol,80000,Exclusive,350000,Karachi,Cash,2005
Honda,Used,Petrol,81000,Civic Prosmetic,880000,Karachi,Cash,2004
Toyota,New,Petrol,16500,Corolla GLI,2075000,Karachi,Cash,2016
Daihatsu,Used,CNG,12312,Charade,255000,Karachi,Cash,1985
Nissan,New,CNG,1000,Sunny,165000,Karachi,Cash,1985
Suzuki,Used,CNG,87000,Cultus VXR,530000,Karachi,Cash,2005
Suzuki,Used,Petrol,56000,Swift,960000,Karachi,Cash,2010
Honda,Used,Petrol,32000,N Wgn,1178000,Karachi,Cash,2014
Toyota,Used,CNG,85000,Corolla XLI,935000,Karachi,Cash,2009
Suzuki,Used,CNG,3000,Alto,415000,Karachi,Cash,2005
Nissan,Used,Petrol,100000,Dayz Highway Star,1200000,Karachi,Cash,2014
